Name	Underarm_01	Underarm_02	Underarm_03	Underarm_04	Underarm_05	Underarm_06	Underarm_07	Underarm_08	Underarm_09	Underarm_10	Underarm_11	Underarm_12	Underarm_13	Underarm_14	Underarm_15	Underarm_16	Underarm_17	Underarm_18	Underarm_19	Underarm_20
Gordonia_terrae	0	7.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365317	0
Gordonia_bronchialis	0	0.000121016	0	0	0	0	0	0	0	0	0	0	0	0	0.000776348	8.01E-05	0	0	0	2.60E-05
Amycolatopsis_marina	0	0	0	2.62E-05	0	0.001487081	0	0.000142062	0	7.64E-05	0	0	0	0	0.000187526	5.05E-05	4.41E-05	0.000570424	0	0
Luteimonas_sp_YGD11_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171661	0
Niveispirillum_cyanobacteriorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-05	0	0	0	0	0
Vulcaniibacterium_thermophilum	0.00039224	3.58E-05	0.000833753	6.78E-05	2.48E-05	0.000252993	1.60E-05	4.29E-05	1.43E-05	0.000189396	4.94E-05	0.00024237	4.06E-05	1.13E-05	0.000224007	3.81E-05	5.48E-05	4.48E-05	2.60E-05	0
Lysobacter_tolerans	0	0	0	5.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter_anophelis	0	0.000120747	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397447	0	0	0	0
Novispirillum_itersonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49E-05
Enhydrobacter_sp_H5	0	0	8.02E-05	0.001261813	0.008612525	0.000840128	0.008921965	0.012041784	0	0.005950938	0.01010671	0.022852688	6.41E-05	0.000322109	0.017474517	0	5.09E-05	0	0.00170123	0.002176081
Corynebacterium_gottingense	0	0	0	0	0.001405022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barrientosiimonas_humi	1.66E-05	0.000414099	1.17E-05	0	0.000902354	0.003572193	1.48E-05	3.77E-05	3.53E-05	0.116255682	8.90E-05	0.000110592	0	0	0.000315893	8.25E-05	0	0	2.91E-05	0
Curtobacterium_sp_ER1_6	0	0	0	0	0	0	0	0.000382138	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_metschnikovii	0	0	0	0	0	0	0	0.001160208	0	0	0	0.004199992	0	1.01E-05	0	0	0.00068926	0	0	3.17E-05
Sphingomonas_dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000612688
Halomonas_sp_141	0	0	0	0	0	0	0	0	0.000180329	0.001820352	0.003959716	0	0	0	0	0	0.001128282	0	0	5.88E-05
Paracoccus_sp_M1_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131855	0
Sphingomonas_melonis	0	0	0	0	0	0	0	0	0	0.000133688	0	0	0	0	0.000217495	0	0.000340425	0	0	1.84E-05
Kocuria_indica	0.001268463	0.002007019	0	0	0	0	0	0	0	0	0	0	0	5.01E-05	0.014383149	0	0	0	0	0
Aureimonas_sp_Leaf454	0	0	0	0	0	0	0	0	0	0	0	0	0.00063746	0	0.000423673	0	0	0	0	0
Gemmatimonas_aurantiaca	0.000336263	4.96E-05	0.000384346	1.97E-05	0.00021222	0	0	0	3.86E-05	0	0	0	0	1.47E-05	0.000161229	0.000123982	0.000107498	0.000125645	0	0
Acinetobacter_variabilis	6.51E-05	0.00746524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus_solventivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05
Mycolicibacterium_mageritense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000940715	0	0	0	0
Nakamurella_multipartita	0	0	0	0	0.000576489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	4.22E-05	0.009227809	2.69E-05	0	0	0	0	0	0	0	0
Roseomonas_sp_FDAARGOS_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000901452
Actinomyces_oris	0	0	0	0	0	0	1.05E-05	0.002457255	0	0	0.000450788	0	0	0	0	0	0	0	0	0
alpha_proteobacterium_AAP81b	0	0	0	0	0	0	0	0	0	0.000127758	0.000273983	0	0	0	0	0	0	0	0	0
Bradyrhizobium_sp_CCH5_F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138276	0	0	0	0	0
Schaalia_odontolytica	6.06E-05	2.29E-05	5.47E-05	0	1.36E-05	0.000223765	1.18E-05	2.37E-05	0	3.72E-05	3.29E-05	0.000141436	2.48E-05	1.40E-05	0.000377005	1.55E-05	2.92E-05	3.73E-05	2.67E-05	0
alpha_proteobacterium_L41A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000985741	0.00030728	0	0	0	0
Nitratireductor_sp_OM_1	0	0	0	0	0.000221194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp_DC_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	0
Paracoccus_sp_GY0581	0	9.93E-05	0	0	0	0	0	0	0	0.000489589	0	0	0	0	0	0	0	0	0	3.83E-05
Gordonia_sp_IITR100	0	0.000416068	0	0	0	0	0	0	0	0.003774884	0	0	0	0	0	0	0	1.84E-05	0.00529908	0
Roseomonas_sp_TAS13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463975
Staphylococcus_hominis	0.023672722	0.289646877	0.047169115	0.30450307	0	0.01187692	0.049270297	0.219376637	0.113720648	0.248433339	0	0	0.175176405	0.038927215	0.151513496	0.052033924	0	0	0.109492568	0.679905405
Sphingomonas_sp_JS21_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47E-05
Neisseria_sicca	0	0	0	0	0	0	0	0.000732629	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium_granulosum	0.00595225	0.009317573	0.059339314	0.000149794	0.057141713	0.000867982	0.002864526	0.009288116	0.000566115	0.001185713	3.76E-05	0.020550724	0.003507383	0.02101272	0.00073223	0.002337762	0.016668639	0.021580721	0.000659518	9.42E-05
Corynebacterium_singulare	0	0	0	0	0.00031391	0	0	0	0	0.001101456	0	0	4.13E-05	0.001660607	0.000782248	0.000344836	0	0	0	5.01E-05
Tsukamurella_tyrosinosolvens	0	0	0	8.23E-05	0	0	0	0	0	0	0	0	0	0	0.001668271	0	0	0	0	0
Diaphorobacter_nitroreducens	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_mastitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296635	0	0	0	0	0	0
Bifidobacterium_adolescentis	6.41E-05	3.58E-05	6.38E-05	0	2.46E-05	0.000315869	2.19E-05	3.66E-05	1.02E-05	6.03E-05	3.81E-05	0.000268308	3.23E-05	0	9.01E-05	1.90E-05	4.26E-05	4.54E-05	1.88E-05	0
Phenylobacterium_zucineum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204459	0	0	1.11E-05
Vibrio_cholerae	0	0	0	4.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium_frigidaeris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78E-05	0
Finegoldia_magna	0	0.000152281	0.072182595	0	0	0	0	0	0	0	0	0	6.82E-05	0.006016608	0	0.001717945	0	0	0	0.001169601
Corynebacterium_kroppenstedtii	7.78E-05	0.0080643	4.42E-05	2.66E-05	2.34E-05	0.013298785	0.03542212	0.001772611	0	0.001082639	1.73E-05	4.46E-05	2.77E-05	0.002005269	0.000401989	0.003929221	1.92E-05	0	0.001169164	0.000371602
Corynebacterium_tuscaniense	0	0.002467111	0	0.000269295	0.001270995	0	0	0	0	0.001521627	0	0	0	0.000761486	0	0.000657604	0	0	0.000338772	0.000625733
Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122221
Micrococcus_aloeverae	4.98E-05	0	0	0	0.030686981	0	0	0	0	0	0	0.000738597	0	0	0	0	0	0	0	0
Corynebacterium_macginleyi	0	0.002274093	0	0	0	0	0	0	0	0	0	0	0	0.000106341	0	0	0	0	0	0
Paracoccus_sphaerophysae	0.000445069	0	0.000950788	6.21E-05	0	0	0	0	0	0	0	0	0	2.63E-05	0	0.000425565	0	0	3.37E-05	0
Citrobacter_koseri	0	0	0	0	0	0	0	0	0	0.000681362	0	0	0	0	0	0	0	0	0	0
Methylocaldum_szegediense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_sp_LAM0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174636	0
Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus_chinensis	0	0	0	0	0	0	0	0.000417026	0	0	0	0	0	0	0	0	0	0	0.00030449	6.50E-05
Gardnerella_vaginalis	0	0	0	0.000523574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_sp_GV074	0	0	0	0	0	0.000135563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus_sp_R8502A1	0	0	0	0	0.007360767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_desiccabilis	0	0.000140446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105028
Bradyrhizobium_sp_MOS004	0.000832392	0.000217531	0.002897288	0.000184969	0.00099769	0.006276254	0.000532793	0.00012009	0.00020161	0.001149846	0.001160506	0.004880051	0.001700745	2.41E-05	0.002107525	0.001701314	0.000546993	0.000576264	0.000130553	5.12E-05
Brachybacterium_sp_SGAir0954	0.002062199	0	0	0	0	4.58E-05	5.70E-05	0.011812401	0	0	0	2.16E-05	0	0	0	0	0	0	0	0
Bradyrhizobium_sp_MOS003	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas_subvibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80E-05	0
Blastococcus_sp_DSM_46838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113274	0
Methylobacterium_tarhaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95E-05	0
Aquamicrobium_aerolatum	0	0	0	0	0	0.005986391	0	0	0	0	0	0	0	0	0.000430963	0	0	0	0	0
Sphingomonas_sp_Ag1	0	0.000141086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93E-05
Brevibacterium_yomogidense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-05	0
Tsukamurella_paurometabola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05
Dermabacter_hominis	0	0	0	0	0.000779882	0	0	0	0	0.000929812	0	0	1.41E-05	0.000475148	0	0	0	0	0	0
Mesorhizobium_sp_UASWS1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027222	0	0	0	0	0
Methylobacterium_sp_Leaf125	0	0	0	0.000144759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000950875	0
Sphingobium_yanoikuyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05
Diaphorobacter_sp_J5_51	0	0	0	1.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri	1.27E-05	0.000679342	0.00049967	3.52E-05	0.00042246	0	0	0	0	0.000623572	0.000430166	0	0	0	0.000356506	0.000117782	0	0.000273473	0	6.73E-05
Corynebacterium_urinapleomorphum	2.63E-05	0.002483247	1.07E-05	0	0.000284372	3.44E-05	0	0.001393433	0	0.000727934	0	0	5.27E-05	0.001815261	0.000371555	0	1.72E-05	3.57E-05	0.013124386	1.31E-05
Rubrimonas_cliftonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108405	0	0	0	0	0
Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0.001913847	0	0	0	0	0.00770011	0	0.00043535	0.001500009	0.000217674	0
Vibrio_parahaemolyticus	0	0	0	6.65E-05	0	0.009775908	0	0	0	0	0	0	0	0	0.000437707	0.000249304	0.000821988	0	0	0
Brevibacterium_aurantiacum	0	0.000232074	0	1.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554674	0
Cutibacterium_avidum	0.000259679	0.003248161	0.063640238	4.16E-05	0.003640507	0.000704503	0.002954257	0.008506079	0.147279281	0.001448306	0	0.00062611	0.00020211	0.009267104	0.000660592	0.00219578	0.004427797	0	0.002262625	0.000710619
Porphyromonas_gingivalis	0.000117391	5.18E-05	8.26E-05	1.27E-05	3.37E-05	0.000484076	2.28E-05	5.02E-05	1.78E-05	8.23E-05	0.000505314	0.000381377	6.00E-05	1.55E-05	0.000387466	3.57E-05	6.08E-05	7.08E-05	4.15E-05	0
Pseudomonas_indoloxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E-05	0	0	0	0	0	0
Aliidiomarina_shirensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000427987	0	0	0
Brevibacterium_luteolum	0	0.000134777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002102558	0.000193255	0
Nitrincola_schmidtii	0.000785896	0.000298684	0.004177885	0	0.000507568	0	0.000212084	2.36E-05	0	0.001639616	0.000437198	0.004093681	0	0.000162193	0.003863569	0.001445802	0.00250108	1.20E-05	0.00023004	5.06E-05
Deinococcus_sp_FeSDHB5_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004977075	0	0	0	0	0
Pseudomonas_sp_MPR_R2A5	0	0	0	3.55E-05	0	0.001615248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aggregatibacter_sp_oral_taxon_458_str_W10330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001720213	0	0	0	0	0
Dermabacter_jinjuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-05	0	0	0	0	0	0
Dermacoccus_sp_147Ba	0	0	0	0	0	0	0	0	0	0.001173944	0	0	0	0	0.010392628	0	1.07E-05	0.001212954	0.000115045	0
Mycolicibacterium_iranicum	0	6.38E-05	0.000576349	0.000208666	0.000259261	2.27E-05	8.34E-05	0	5.32E-05	0.004322657	0.002513154	0.001117286	0	3.21E-05	0.000600797	0	8.33E-05	8.67E-05	0.001596593	1.15E-05
Sphingomonas_sp_CCH5_D11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259851	0.000195374
Pseudomonas_sp_ML96	0	0.000424604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium_panipatense	0	0.000129068	0	0	0	0	0	0	0	0	0	0.000457607	0	0	0	0	0	0	0	0
Salinivibrio_sp_YCSC6	0	0	0	0	0	0	0	0	0	0.006201148	0.003640412	0.041758686	0.015248837	0.000193695	0.006915415	0	0.00429971	0	0.000563138	5.79E-05
Corynebacterium_appendicis	1.59E-05	0.001202897	0.000773513	0	0.00212457	4.27E-05	0	0.000265853	0	0.001487519	0	0.00175433	0.001361631	0.001383653	0.000244527	0	0	0.00041291	0.004975001	4.18E-05
Chryseobacterium_sp_F5649	0	0	0	0.000936129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium_sp_H6466	0	0	0	0.000461926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331942
Corynebacterium_imitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000725192	0
Pseudoglutamicibacter_cumminsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016657	0
Klebsiella_pneumoniae	0	0.000113364	0	0	0.002445519	0	0	0	0	0	0	0	7.71E-05	0.005023832	0	0.000106789	0.000414621	0.000319095	0	0
Anaerococcus_provencensis	0	0.003325107	0.007863559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_varani	0	0	0	0.000211055	0.005873598	0.000283403	0.00373292	0.002050263	0.000422447	0.010388378	0.002520298	0.016885171	0.021935324	2.38E-05	0.002765611	0.002870731	0.006172124	0.003407411	0.000478087	0.000159971
Herbaspirillum_sp_SJZ107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83E-05	0	0	0	0
Bacillus_subtilis	0.000102914	8.06E-05	0.000210134	7.98E-05	5.78E-05	0.000544579	3.49E-05	7.40E-05	3.28E-05	0.000142964	0.000100511	0.000570565	9.23E-05	2.34E-05	0.000233704	5.87E-05	0.000108427	0.000101583	6.37E-05	1.57E-05
Brevundimonas_sp_SGAir0440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298279	0
Alishewanella_jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002335879	0	0	0	0	0
Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0.058224457	0	0	0	0	0	0	0	0
Pseudonocardia_sp_P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-05
Corynebacterium_sp_HMSC04H06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160185	0	0	0	0	0.000146054	0
Dolosigranulum_pigrum	0	0.000330984	0.014518416	0	0	0	0	0	0	0.002666068	0	0.006010334	0	0.000349702	0	0	0.004244838	0.003304599	0	0
Corynebacterium_sp_HMSC05C01	0	0	0	0	0	0	0	0	0	0.000139936	0	0	0	0.000921582	0	0	0	0	0	0
Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_sp_sponge	0	0	0	0	0	0	0	0	0	0.001725737	0	0	0	0	0	0	0	0	0.000282686	8.18E-05
Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19E-05	0
Arcanobacterium_urinimassiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73E-05
Corynebacterium_amycolatum	0	0	0	0	0.000813814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetospora_succinea	0	0	0	0	0	0	0	0	0	0.000270725	0	0	0	0	0	0	0	0	0	0
Microbacterium_sp_LCT_H2	0	9.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016802	0
Bosea_vaviloviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186824	0	0	0	0
Corynebacterium_aurimucosum	0.001668412	0.026232929	0.00987099	0.011681619	0.009673505	0.014719809	0.056134974	0.086249293	0.005013949	0.022572783	7.80E-05	0.000969206	0.018548523	0.019187361	0.005427562	0.016633503	0.008127041	0.018427447	0.014723132	0.013483147
Oceanospirillum_linum	0	0	0	0.000155181	0	0	0	0	0	0	0	0	0.00285798	9.82E-05	0.007374151	0	0	0	0.000347193	0.000194428
Paracoccus_salipaludis	0	0.000527514	0	1.82E-05	0	0	0	0.000740787	4.41E-05	0.003111346	0	0	0	0	0.001422388	0	0	0.001698333	0.000795939	0.000605071
Blastococcus_sp_CCUG_61487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117769	0
Pseudomonas_sp_RD25	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-05	0	0	0	0	0	0
Sphingomonas_sp_S_NIH_Pt15_0812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74E-05
Gordonia_sp_UCD_TK1	0	0.00074349	0	0	0	0	0	0	0	0.002678042	0	0	0	0	0	0	1.59E-05	1.77E-05	0.00670219	0
Corynebacterium_glaucum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-05	0	0	0	0	0	0
Corynebacterium_coyleae	4.94E-05	0.005980874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001233651	0
Gordonia_lacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94E-05	0
Bradyrhizobium_shewense	0	0	0	0	0	0	0	0	0	0	0.000431074	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas_suwonensis	1.09E-05	0.000125577	1.78E-05	5.22E-05	0	3.28E-05	3.04E-05	0	0	0	0	3.75E-05	0	0	0.000134463	1.62E-05	1.48E-05	0	0	0
Corynebacterium_timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804783	0	0	0	0	0	0
Aureimonas_altamirensis	0	0	0	0	0.000805507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010404	2.61E-05
Acinetobacter_marinus	0	0	0	0	0	0.000208459	0.003402954	8.13E-05	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-05	0
Alkanindiges_illinoisensis	0	0.000380534	0	0	0	0	0	0	0	0	0	0	0	0	0.002506987	0	0	0	0.000237133	0
Sphingopyxis_macrogoltabida	0	0	0	0	0	0	0	0.000123151	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sanguinis	0	0	0.000588785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_aichiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266862	0	0	0	0	0
Methylobacterium_sp_Leaf104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125612	0
Lelliottia_amnigena	0.000735278	0	0.001932694	0	0	0	0	0	0	0	0	0	0	0	0	0.001378654	5.22E-05	0	0.000140177	3.55E-05
Janibacter_sp_Soil728	0	9.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas_aquatica	0	0.000248368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gulosibacter_sp_Marseille_P7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-05
Acinetobacter_ursingii	7.15E-05	0.014316335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000562438	0
Acinetobacter_schindleri	0.000220475	0.038574426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001034228	0
Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442962
Chryseobacterium_haifense	1.48E-05	1.05E-05	0	0	1.26E-05	8.84E-05	0	0	0	0	0	0	0	0	5.80E-05	1.20E-05	1.76E-05	0	1.09E-05	0
Paracoccus_sp_JC_501	0	1.18E-05	0.001812069	0.000214379	0.000702188	3.40E-05	0	0	7.59E-05	0.005876127	0	3.54E-05	0	0	0.00363847	0	0	0	0.000422615	0.001352811
Bosea_sp_DSM_18164	0	0	0	0	0	0	0	0	0	0	0.000321354	0	0	0	0	0	0	0	0	0
Salinivibrio_sharmensis	0	0	0.002692856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardiphaga_robiniae	0.000729006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas_sp_CM52	0	0	0	0	0	0	0	0	0	0	0.000548996	0	0	0	0	0	0	0	0	0
Janthinobacterium_sp_TND4EL3	0	0	0	0	0	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_amylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	0	0	0	0
Lactobacillus_aviarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103563	0	0	0	0	0	0
Corynebacterium_lubricantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36E-05	0
Pseudomonas_sp_GP01_A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002185824	0	0	0	0	0	0
Calidifontibacter_indicus	0.000228442	0	0	0	0	1.92E-05	1.17E-05	0.002017258	8.92E-05	0.002055143	0	0	0	0	0.000134018	0	0.000279417	0	0.00011835	0
Helicobacter_pylori	0.000142631	8.72E-05	0.000127046	0.000498912	3.63E-05	0.000748412	5.19E-05	8.15E-05	2.28E-05	0.002360576	8.10E-05	0.000366038	0.000203274	1.86E-05	0.000245738	0.001673716	0.003344345	6.66E-05	3.48E-05	0
Citricoccus_muralis	0	0	0	0	0	0	0	0.001006488	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_helcogenes	0	0	0	0	0	0	0	0	0	0.001057778	0	0	0	0	0	0	0	0	0	0
Blastococcus_sp_DSM_44268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000358568	0
Tepidimonas_fonticaldi	0	0	0	0	0	0.004465127	0.000549025	1.41E-05	9.15E-05	0.000431714	0	0	0	0	0	0	0.000297938	0	0	0
Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0.001119008	0	0	0.001004675	0	0	0	0.000317671	0.000913541
Paracoccus_zhejiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_gordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000510649	0	0	0	0	0
Brachybacterium_nesterenkovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000867775	0	0	0	0	0
Corynebacterium_propinquum	0	0	0.003409912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	0.001154754	0.000794828	0	0	0	0.00052431	0	0	0	0	0
Diaphorobacter_sp_DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-05	0	0	0
Xanthobacter_autotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000527053	0	0	0	0	0
Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa	0.000165872	0.000401378	5.13E-05	0.000152696	0.000133988	0.002687581	1.42E-05	0.000356141	0.000151689	0.000508487	0.000188258	0.000230974	2.17E-05	1.03E-05	0.002019513	0.000161388	0.00010029	3.17E-05	3.67E-05	3.03E-05
Rhizobium_rosettiformans	0	0.000315114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinivibrio_sp_IB574	0	0	0	0	0.003490364	0.051839744	0	0	0.001176784	0.001094316	0.003159842	0	0.007669188	0.000347435	0.00534589	0.002729696	0.006154602	0	0.000746856	0.000289249
Paracoccus_marinus	0	0	0	2.28E-05	0.001427276	4.04E-05	0.000237932	1.26E-05	0	0.002540632	0	0.001484511	1.74E-05	1.56E-05	0.034647818	1.20E-05	0.000232291	0.000126513	0.000134914	0.000259142
Corynebacterium_sp_KPL1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117582	0	0	0	0	0.000114106	0
Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246445	0.000255171
Corynebacterium_afermentans	0	0	0	0	0	0	0	0	0	0.010088351	0	0.003460062	0	0	0	0	0	3.24E-05	0.009585155	0
Roseomonas_gilardii	0	0	0	0	0	0	0	0	0	0.000943392	0	0	0	0	0	0	0	0	0	0.000156882
Corynebacterium_genitalium	0	1.18E-05	0.001987525	0	0.002582846	0	0	0.002865446	0	0.006992794	0	0	0	2.44E-05	0	0	0	5.69E-05	0.011298267	8.14E-05
